processor   size dir time
2-P100 1 fwd 0.19750547409057617
2-P100 1 fwd 0.18573331832885742
2-P100 1 fwd 0.2131962776184082
2-P100 1 fwd 0.20304346084594727
2-P100 1 fwd 0.19381093978881836
2-P100 1 fwd 0.1930701732635498
2-P100 1 fwd 0.1934061050415039
2-P100 1 fwd 0.19332289695739746
2-P100 1 back 0.11854410171508789
2-P100 1 back 0.11806368827819824
2-P100 1 back 0.11813592910766602
2-P100 1 back 0.11873936653137207
2-P100 1 back 0.1166224479675293
2-P100 1 back 0.12892580032348633
2-P100 1 back 0.12373590469360352
2-P100 1 back 0.12134242057800293
2-P100 1 back 0.1250472068786621
2-P100 1 back 0.12452101707458496
2-P100 7 fwd 1.100912094116211
2-P100 7 fwd 1.0150811672210693
2-P100 7 fwd 1.0129384994506836
2-P100 7 fwd 1.0308582782745361
2-P100 7 fwd 1.0125102996826172
2-P100 7 fwd 0.9899816513061523
2-P100 7 fwd 0.9789221286773682
2-P100 7 fwd 0.9762604236602783
2-P100 7 fwd 0.9798645973205566
2-P100 7 fwd 0.9788460731506348
2-P100 7 back 0.7150862216949463
2-P100 7 back 0.714069128036499
2-P100 7 back 0.7126996517181396
2-P100 7 back 0.7235770225524902
2-P100 7 back 0.712205171585083
2-P100 7 back 0.7118611335754395
2-P100 7 back 0.7135205268859863
2-P100 7 back 0.7137718200683594
2-P100 7 back 0.7306113243103027
2-P100 7 back 0.7121710777282715
2-P100 56 fwd 8.40233039855957
2-P100 56 fwd 7.239785432815552
2-P100 56 fwd 7.479899644851685
2-P100 56 fwd 7.752923965454102
2-P100 56 fwd 7.714104890823364
2-P100 56 fwd 7.711065769195557
2-P100 56 fwd 7.728498935699463
2-P100 56 fwd 7.709260940551758
2-P100 56 fwd 7.7024431228637695
2-P100 56 fwd 7.701955795288086
2-P100 56 back 5.496667146682739
2-P100 56 back 5.492903232574463
2-P100 56 back 5.4988579750061035
2-P100 56 back 5.495608806610107
2-P100 56 back 5.489731788635254
2-P100 56 back 5.471598863601685
2-P100 56 back 5.4787585735321045
2-P100 56 back 5.47327733039856
2-P100 56 back 5.469207048416138
2-P100 56 back 5.474981784820557
4-P100 1 fwd 4.46147346496582
4-P100 1 fwd 0.24263834953308105
4-P100 1 fwd 0.21572113037109375
4-P100 1 fwd 0.2103099822998047
4-P100 1 fwd 0.21877837181091309
4-P100 1 fwd 0.21782255172729492
4-P100 1 fwd 0.21094608306884766
4-P100 1 fwd 0.20659422874450684
4-P100 1 fwd 0.21143293380737305
4-P100 1 fwd 0.23090004920959473
4-P100 1 back 0.11782550811767578
4-P100 1 back 0.11278915405273438
4-P100 1 back 0.1047370433807373
4-P100 1 back 0.1022791862487793
4-P100 1 back 0.10459637641906738
4-P100 1 back 0.10485363006591797
4-P100 1 back 0.10475587844848633
4-P100 1 back 0.10481786727905273
4-P100 1 back 0.1048126220703125
4-P100 1 back 0.12992286682128906
4-P100 7 fwd 1.1470608711242676
4-P100 7 fwd 1.0668914318084717
4-P100 7 fwd 1.0532236099243164
4-P100 7 fwd 1.044353723526001
4-P100 7 fwd 1.0456714630126953
4-P100 7 fwd 1.0464065074920654
4-P100 7 fwd 1.0482711791992188
4-P100 7 fwd 1.0447685718536377
4-P100 7 fwd 1.0450222492218018
4-P100 7 fwd 1.0439281463623047
4-P100 7 back 0.6237165927886963
4-P100 7 back 0.6215229034423828
4-P100 7 back 0.6228649616241455
4-P100 7 back 0.6230227947235107
4-P100 7 back 0.6221358776092529
4-P100 7 back 0.621692419052124
4-P100 7 back 0.6222548484802246
4-P100 7 back 0.6224145889282227
4-P100 7 back 0.6216669082641602
4-P100 7 back 0.6219346523284912
4-P100 56 fwd 8.420857906341553
4-P100 56 fwd 7.685277938842773
4-P100 56 fwd 7.686568737030029
4-P100 56 fwd 7.589283227920532
4-P100 56 fwd 7.702221870422363
4-P100 56 fwd 7.695518493652344
4-P100 56 fwd 7.713563680648804
